
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
ENDOATTNTASK,7 DVA,69,423,<,VALID 80%,Blue,-7,F,F,CORRECT,727,Draft,EPIC
ENDOATTNTASK,7 DVA,70,342,<,VALID 80%,Red,-7,F,F,CORRECT,958,Draft,EPIC
ENDOATTNTASK,7 DVA,71,446,>,VALID 80%,Yellow,7,J,J,CORRECT,1154,Draft,EPIC
ENDOATTNTASK,7 DVA,72,459,<,VALID 80%,Blue,-7,F,F,CORRECT,991,Draft,EPIC
ENDOATTNTASK,7 DVA,73,360,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1240,Draft,EPIC
ENDOATTNTASK,7 DVA,74,332,<,VALID 80%,Red,-7,F,F,CORRECT,618,Draft,EPIC
ENDOATTNTASK,7 DVA,75,333,>,VALID 80%,Blue,7,F,F,CORRECT,617,Draft,EPIC
ENDOATTNTASK,7 DVA,76,432,<,INVALID 20%,Red,7,F,F,CORRECT,618,Draft,EPIC
ENDOATTNTASK,7 DVA,77,349,>,VALID 80%,Blue,7,F,F,CORRECT,951,Draft,EPIC
ENDOATTNTASK,7 DVA,78,350,<,VALID 80%,Red,-7,F,F,CORRECT,700,Draft,EPIC
ENDOATTNTASK,7 DVA,79,438,>,VALID 80%,Green,7,J,J,CORRECT,1262,Draft,EPIC
ENDOATTNTASK,7 DVA,80,323,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1127,Draft,EPIC
ENDOATTNTASK,7 DVA,81,462,>,VALID 80%,Blue,7,F,F,CORRECT,838,Draft,EPIC
ENDOATTNTASK,7 DVA,82,469,>,VALID 80%,Green,7,J,J,CORRECT,881,Draft,EPIC
ENDOATTNTASK,7 DVA,83,443,<,VALID 80%,Red,-7,F,F,CORRECT,1157,Draft,EPIC
ENDOATTNTASK,7 DVA,84,453,>,VALID 80%,Yellow,7,J,J,CORRECT,1147,Draft,EPIC
ENDOATTNTASK,7 DVA,85,344,>,VALID 80%,Yellow,7,J,J,CORRECT,606,Draft,EPIC
ENDOATTNTASK,7 DVA,86,348,>,VALID 80%,Yellow,7,J,J,CORRECT,1002,Draft,EPIC
ENDOATTNTASK,7 DVA,87,473,>,VALID 80%,Red,7,F,F,CORRECT,627,Draft,EPIC
ENDOATTNTASK,7 DVA,88,511,<,INVALID 20%,Green,7,J,J,CORRECT,639,Draft,EPIC
ENDOATTNTASK,7 DVA,89,468,>,VALID 80%,Red,7,F,F,CORRECT,582,Draft,EPIC
ENDOATTNTASK,7 DVA,90,511,+,NEUTRAL 50%,Green,7,J,J,CORRECT,989,Draft,EPIC
ENDOATTNTASK,7 DVA,91,351,<,VALID 80%,Yellow,-7,J,J,CORRECT,1149,Draft,EPIC
ENDOATTNTASK,7 DVA,92,448,<,VALID 80%,Red,-7,F,F,CORRECT,1052,Draft,EPIC
ENDOATTNTASK,7 DVA,93,549,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,951,Draft,EPIC
ENDOATTNTASK,7 DVA,94,416,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1234,Draft,EPIC
ENDOATTNTASK,7 DVA,95,449,<,VALID 80%,Red,-7,F,F,CORRECT,701,Draft,EPIC
ENDOATTNTASK,7 DVA,96,421,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1179,Draft,EPIC
ENDOATTNTASK,7 DVA,97,342,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,758,Draft,EPIC
ENDOATTNTASK,7 DVA,98,422,<,VALID 80%,Green,-7,J,J,CORRECT,1128,Draft,EPIC
ENDOATTNTASK,7 DVA,99,455,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1145,Draft,EPIC
ENDOATTNTASK,7 DVA,100,333,<,VALID 80%,Blue,-7,F,F,CORRECT,967,Draft,EPIC
ENDOATTNTASK,7 DVA,101,372,>,VALID 80%,Red,7,F,F,CORRECT,978,Draft,EPIC
ENDOATTNTASK,7 DVA,102,455,>,VALID 80%,Yellow,7,J,J,CORRECT,1195,Draft,EPIC
ENDOATTNTASK,7 DVA,103,354,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,546,Draft,EPIC
ENDOATTNTASK,7 DVA,104,458,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1242,Draft,EPIC
ENDOATTNTASK,7 DVA,105,432,>,VALID 80%,Red,7,F,F,CORRECT,1168,Draft,EPIC
ENDOATTNTASK,7 DVA,106,344,>,VALID 80%,Red,7,F,F,CORRECT,1106,Draft,EPIC
ENDOATTNTASK,7 DVA,107,474,>,VALID 80%,Green,7,J,J,CORRECT,1076,Draft,EPIC
ENDOATTNTASK,7 DVA,108,351,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1049,Draft,EPIC
ENDOATTNTASK,7 DVA,109,450,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,800,Draft,EPIC
ENDOATTNTASK,7 DVA,110,352,<,VALID 80%,Yellow,-7,J,J,CORRECT,998,Draft,EPIC
ENDOATTNTASK,7 DVA,111,358,>,VALID 80%,Yellow,7,J,J,CORRECT,1042,Draft,EPIC
ENDOATTNTASK,7 DVA,112,449,+,NEUTRAL 50%,Green,7,J,J,CORRECT,801,Draft,EPIC
ENDOATTNTASK,7 DVA,113,430,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,970,Draft,EPIC
ENDOATTNTASK,7 DVA,114,337,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1013,Draft,EPIC
ENDOATTNTASK,7 DVA,115,449,<,INVALID 20%,Red,7,F,F,CORRECT,851,Draft,EPIC
ENDOATTNTASK,7 DVA,116,368,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,932,Draft,EPIC
ENDOATTNTASK,7 DVA,117,447,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,653,Draft,EPIC
ENDOATTNTASK,7 DVA,118,322,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,878,Draft,EPIC
ENDOATTNTASK,7 DVA,119,368,>,VALID 80%,Blue,7,F,F,CORRECT,782,Draft,EPIC
ENDOATTNTASK,7 DVA,120,369,>,VALID 80%,Red,7,F,F,CORRECT,1281,Draft,EPIC
ENDOATTNTASK,7 DVA,121,430,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1170,Draft,EPIC
ENDOATTNTASK,7 DVA,122,555,>,INVALID 20%,Blue,-7,F,F,CORRECT,1145,Draft,EPIC
ENDOATTNTASK,7 DVA,123,461,<,VALID 80%,Yellow,-7,J,J,CORRECT,1039,Draft,EPIC
ENDOATTNTASK,7 DVA,124,343,<,VALID 80%,Green,-7,J,J,CORRECT,507,Draft,EPIC
ENDOATTNTASK,7 DVA,125,368,<,VALID 80%,Yellow,-7,J,J,CORRECT,582,Draft,EPIC
ENDOATTNTASK,7 DVA,126,327,<,VALID 80%,Yellow,-7,J,J,CORRECT,1123,Draft,EPIC
ENDOATTNTASK,7 DVA,127,444,<,INVALID 20%,Yellow,7,J,J,CORRECT,1256,Draft,EPIC
ENDOATTNTASK,7 DVA,128,344,<,VALID 80%,Yellow,-7,J,J,CORRECT,556,Draft,EPIC
ENDOATTNTASK,7 DVA,129,344,>,VALID 80%,Green,7,J,J,CORRECT,1156,Draft,EPIC
ENDOATTNTASK,7 DVA,130,338,<,VALID 80%,Green,-7,J,J,CORRECT,862,Draft,EPIC
ENDOATTNTASK,7 DVA,131,439,>,VALID 80%,Blue,7,F,F,CORRECT,1261,Draft,EPIC
ENDOATTNTASK,7 DVA,132,343,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,957,Draft,EPIC
ENDOATTNTASK,7 DVA,133,349,>,VALID 80%,Blue,7,F,F,CORRECT,1201,Draft,EPIC
ENDOATTNTASK,7 DVA,134,528,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,672,Draft,EPIC
ENDOATTNTASK,7 DVA,135,441,<,VALID 80%,Red,-7,F,F,CORRECT,609,Draft,EPIC
ENDOATTNTASK,7 DVA,136,421,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,929,Draft,EPIC
ENDOATTNTASK,7 DVA,137,447,>,VALID 80%,Blue,7,F,F,CORRECT,1103,Draft,EPIC
ENDOATTNTASK,7 DVA,138,541,<,INVALID 20%,Green,7,J,J,CORRECT,1159,Draft,EPIC
ENDOATTNTASK,7 DVA,139,412,<,INVALID 20%,Yellow,7,J,J,CORRECT,738,Draft,EPIC
ENDOATTNTASK,7 DVA,140,516,<,INVALID 20%,Blue,7,F,F,CORRECT,684,Draft,EPIC
ENDOATTNTASK,7 DVA,141,414,<,INVALID 20%,Red,7,F,F,CORRECT,836,Draft,EPIC
ENDOATTNTASK,7 DVA,142,436,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1164,Draft,EPIC
ENDOATTNTASK,7 DVA,143,446,>,VALID 80%,Green,7,J,J,CORRECT,904,Draft,EPIC
ENDOATTNTASK,7 DVA,144,471,>,VALID 80%,Blue,7,F,F,CORRECT,929,Draft,EPIC
ENDOATTNTASK,7 DVA,145,359,<,VALID 80%,Red,-7,F,F,CORRECT,1241,Draft,EPIC
ENDOATTNTASK,7 DVA,146,515,<,INVALID 20%,Green,7,J,J,CORRECT,585,Draft,EPIC
ENDOATTNTASK,7 DVA,147,448,<,VALID 80%,Blue,-7,F,F,CORRECT,1052,Draft,EPIC
ENDOATTNTASK,7 DVA,148,459,>,VALID 80%,Yellow,7,J,J,CORRECT,941,Draft,EPIC
ENDOATTNTASK,7 DVA,149,353,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,847,Draft,EPIC
ENDOATTNTASK,7 DVA,150,521,>,INVALID 20%,Blue,-7,F,F,CORRECT,1129,Draft,EPIC
ENDOATTNTASK,7 DVA,151,351,>,VALID 80%,Blue,7,F,F,CORRECT,649,Draft,EPIC
ENDOATTNTASK,7 DVA,152,364,>,VALID 80%,Blue,7,F,F,CORRECT,686,Draft,EPIC
ENDOATTNTASK,7 DVA,153,438,+,NEUTRAL 50%,Red,7,F,F,CORRECT,762,Draft,EPIC
ENDOATTNTASK,7 DVA,154,354,>,VALID 80%,Blue,7,F,F,CORRECT,546,Draft,EPIC
ENDOATTNTASK,7 DVA,155,357,>,VALID 80%,Blue,7,F,F,CORRECT,843,Draft,EPIC
ENDOATTNTASK,7 DVA,156,324,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,626,Draft,EPIC
ENDOATTNTASK,7 DVA,157,373,>,VALID 80%,Blue,7,F,F,CORRECT,877,Draft,EPIC
ENDOATTNTASK,7 DVA,158,430,<,VALID 80%,Green,-7,J,J,CORRECT,670,Draft,EPIC
ENDOATTNTASK,7 DVA,159,353,>,VALID 80%,Yellow,7,J,J,CORRECT,797,Draft,EPIC
ENDOATTNTASK,7 DVA,160,338,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1062,Draft,EPIC
ENDOATTNTASK,7 DVA,161,534,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,916,Draft,EPIC
ENDOATTNTASK,7 DVA,162,374,>,VALID 80%,Blue,7,F,F,CORRECT,776,Draft,EPIC
ENDOATTNTASK,7 DVA,163,454,>,VALID 80%,Green,7,J,J,CORRECT,846,Draft,EPIC
ENDOATTNTASK,7 DVA,164,519,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1281,Draft,EPIC
ENDOATTNTASK,7 DVA,165,460,>,VALID 80%,Green,7,J,J,CORRECT,1140,Draft,EPIC
ENDOATTNTASK,7 DVA,166,348,<,VALID 80%,Yellow,-7,J,J,CORRECT,552,Draft,EPIC
ENDOATTNTASK,7 DVA,167,350,>,VALID 80%,Yellow,7,J,J,CORRECT,1000,Draft,EPIC
ENDOATTNTASK,7 DVA,168,356,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,744,Draft,EPIC
ENDOATTNTASK,7 DVA,169,527,<,INVALID 20%,Red,7,F,F,CORRECT,573,Draft,EPIC
ENDOATTNTASK,7 DVA,170,355,>,VALID 80%,Red,7,F,F,CORRECT,1295,Draft,EPIC
ENDOATTNTASK,7 DVA,171,425,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1125,Draft,EPIC
ENDOATTNTASK,7 DVA,172,350,>,VALID 80%,Yellow,7,J,J,CORRECT,1100,Draft,EPIC
ENDOATTNTASK,7 DVA,173,360,<,VALID 80%,Yellow,-7,J,J,CORRECT,740,Draft,EPIC
ENDOATTNTASK,7 DVA,174,433,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,617,Draft,EPIC
ENDOATTNTASK,7 DVA,175,451,<,VALID 80%,Yellow,-7,J,J,CORRECT,799,Draft,EPIC
ENDOATTNTASK,7 DVA,176,457,>,VALID 80%,Blue,7,F,F,CORRECT,643,Draft,EPIC
ENDOATTNTASK,7 DVA,177,476,>,VALID 80%,Green,7,J,J,CORRECT,1074,Draft,EPIC
ENDOATTNTASK,7 DVA,178,370,>,VALID 80%,Green,7,J,J,CORRECT,880,Draft,EPIC
ENDOATTNTASK,7 DVA,179,434,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1216,Draft,EPIC
ENDOATTNTASK,7 DVA,180,469,>,VALID 80%,Green,7,J,J,CORRECT,1181,Draft,EPIC
ENDOATTNTASK,7 DVA,181,532,>,INVALID 20%,Red,-7,F,F,CORRECT,1168,Draft,EPIC
ENDOATTNTASK,7 DVA,182,435,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1065,Draft,EPIC
ENDOATTNTASK,7 DVA,183,372,>,VALID 80%,Yellow,7,J,J,CORRECT,978,Draft,EPIC
ENDOATTNTASK,7 DVA,184,550,>,INVALID 20%,Red,-7,F,F,CORRECT,1050,Draft,EPIC
ENDOATTNTASK,7 DVA,185,337,<,VALID 80%,Blue,-7,F,F,CORRECT,713,Draft,EPIC
ENDOATTNTASK,7 DVA,186,441,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1059,Draft,EPIC
ENDOATTNTASK,7 DVA,187,472,>,VALID 80%,Blue,7,F,F,CORRECT,1128,Draft,EPIC
ENDOATTNTASK,7 DVA,188,349,<,VALID 80%,Blue,-7,F,F,CORRECT,1201,Draft,EPIC
ENDOATTNTASK,7 DVA,189,424,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1026,Draft,EPIC
ENDOATTNTASK,7 DVA,190,461,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,689,Draft,EPIC
ENDOATTNTASK,7 DVA,191,452,>,VALID 80%,Blue,7,F,F,CORRECT,698,Draft,EPIC
ENDOATTNTASK,7 DVA,192,444,+,NEUTRAL 50%,Red,7,F,F,CORRECT,956,Draft,EPIC
ENDOATTNTASK,7 DVA,193,348,<,VALID 80%,Red,-7,F,F,CORRECT,502,Draft,EPIC
ENDOATTNTASK,7 DVA,194,340,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1160,Draft,EPIC
ENDOATTNTASK,7 DVA,195,547,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1103,Draft,EPIC
ENDOATTNTASK,7 DVA,196,411,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1189,Draft,EPIC
ENDOATTNTASK,7 DVA,197,470,<,VALID 80%,Red,-7,F,F,CORRECT,1080,Draft,EPIC
ENDOATTNTASK,7 DVA,198,531,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1019,Draft,EPIC
ENDOATTNTASK,7 DVA,199,458,<,VALID 80%,Red,-7,F,F,CORRECT,742,Draft,EPIC
ENDOATTNTASK,7 DVA,200,324,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,976,Draft,EPIC
ENDOATTNTASK,7 DVA,1,476,<,VALID 80%,Yellow,-7,J,J,CORRECT,848,Draft,EPIC
ENDOATTNTASK,7 DVA,2,353,<,VALID 80%,Green,-7,J,J,CORRECT,1197,Draft,EPIC
ENDOATTNTASK,7 DVA,3,542,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1258,Draft,EPIC
ENDOATTNTASK,7 DVA,4,427,<,INVALID 20%,Blue,7,F,F,CORRECT,923,Draft,EPIC
ENDOATTNTASK,7 DVA,5,426,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,624,Draft,EPIC
ENDOATTNTASK,7 DVA,6,464,>,VALID 80%,Green,7,J,J,CORRECT,1236,Draft,EPIC
ENDOATTNTASK,7 DVA,7,351,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1249,Draft,EPIC
ENDOATTNTASK,7 DVA,8,452,>,VALID 80%,Blue,7,F,F,CORRECT,898,Draft,EPIC
ENDOATTNTASK,7 DVA,9,458,<,VALID 80%,Green,-7,J,J,CORRECT,1192,Draft,EPIC
ENDOATTNTASK,7 DVA,10,452,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1298,Draft,EPIC
ENDOATTNTASK,7 DVA,11,353,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1297,Draft,EPIC
ENDOATTNTASK,7 DVA,12,451,>,VALID 80%,Blue,7,F,F,CORRECT,799,Draft,EPIC
ENDOATTNTASK,7 DVA,13,460,>,VALID 80%,Green,7,J,J,CORRECT,640,Draft,EPIC
ENDOATTNTASK,7 DVA,14,360,>,VALID 80%,Green,7,J,J,CORRECT,540,Draft,EPIC
ENDOATTNTASK,7 DVA,15,325,<,VALID 80%,Yellow,-7,J,J,CORRECT,525,Draft,EPIC
ENDOATTNTASK,7 DVA,16,451,<,INVALID 20%,Yellow,7,J,J,CORRECT,699,Draft,EPIC
ENDOATTNTASK,7 DVA,17,423,<,VALID 80%,Blue,-7,F,F,CORRECT,1127,Draft,EPIC
ENDOATTNTASK,7 DVA,18,447,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,703,Draft,EPIC
ENDOATTNTASK,7 DVA,19,327,<,VALID 80%,Yellow,-7,J,J,CORRECT,573,Draft,EPIC
ENDOATTNTASK,7 DVA,20,366,>,VALID 80%,Yellow,7,J,J,CORRECT,634,Draft,EPIC
ENDOATTNTASK,7 DVA,21,452,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1148,Draft,EPIC
ENDOATTNTASK,7 DVA,22,338,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,862,Draft,EPIC
ENDOATTNTASK,7 DVA,23,356,<,VALID 80%,Green,-7,J,J,CORRECT,544,Draft,EPIC
ENDOATTNTASK,7 DVA,24,457,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,993,Draft,EPIC
ENDOATTNTASK,7 DVA,25,350,>,VALID 80%,Blue,7,F,F,CORRECT,800,Draft,EPIC
ENDOATTNTASK,7 DVA,26,340,>,VALID 80%,Red,7,F,F,CORRECT,1110,Draft,EPIC
ENDOATTNTASK,7 DVA,27,539,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,761,Draft,EPIC
ENDOATTNTASK,7 DVA,28,367,>,VALID 80%,Green,7,J,J,CORRECT,633,Draft,EPIC
ENDOATTNTASK,7 DVA,29,568,>,INVALID 20%,Red,-7,F,F,CORRECT,632,Draft,EPIC
ENDOATTNTASK,7 DVA,30,540,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1210,Draft,EPIC
ENDOATTNTASK,7 DVA,31,436,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1064,Draft,EPIC
ENDOATTNTASK,7 DVA,32,331,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,969,Draft,EPIC
ENDOATTNTASK,7 DVA,33,461,<,VALID 80%,Red,-7,F,F,CORRECT,639,Draft,EPIC
ENDOATTNTASK,7 DVA,34,362,<,VALID 80%,Red,-7,F,F,CORRECT,788,Draft,EPIC
ENDOATTNTASK,7 DVA,35,332,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,1068,Draft,EPIC
ENDOATTNTASK,7 DVA,36,425,+,NEUTRAL 50%,Red,7,F,F,CORRECT,525,Draft,EPIC
ENDOATTNTASK,7 DVA,37,423,<,INVALID 20%,Blue,7,F,F,CORRECT,727,Draft,EPIC
ENDOATTNTASK,7 DVA,38,517,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1133,Draft,EPIC
ENDOATTNTASK,7 DVA,39,509,<,INVALID 20%,Red,7,F,F,CORRECT,1291,Draft,EPIC
ENDOATTNTASK,7 DVA,40,475,>,VALID 80%,Green,7,J,J,CORRECT,775,Draft,EPIC
ENDOATTNTASK,7 DVA,41,524,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,726,Draft,EPIC
ENDOATTNTASK,7 DVA,42,467,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,683,Draft,EPIC
ENDOATTNTASK,7 DVA,43,360,<,VALID 80%,Green,-7,J,J,CORRECT,890,Draft,EPIC
ENDOATTNTASK,7 DVA,44,452,<,VALID 80%,Red,-7,F,F,CORRECT,698,Draft,EPIC
ENDOATTNTASK,7 DVA,45,452,<,VALID 80%,Green,-7,J,J,CORRECT,1148,Draft,EPIC
ENDOATTNTASK,7 DVA,46,441,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,609,Draft,EPIC
ENDOATTNTASK,7 DVA,47,447,<,VALID 80%,Blue,-7,F,F,CORRECT,653,Draft,EPIC
ENDOATTNTASK,7 DVA,48,449,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,801,Draft,EPIC
ENDOATTNTASK,7 DVA,49,370,>,VALID 80%,Green,7,J,J,CORRECT,980,Draft,EPIC
ENDOATTNTASK,7 DVA,50,338,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1212,Draft,EPIC
ENDOATTNTASK,7 DVA,51,419,<,INVALID 20%,Yellow,7,J,J,CORRECT,931,Draft,EPIC
ENDOATTNTASK,7 DVA,52,428,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,722,Draft,EPIC
ENDOATTNTASK,7 DVA,53,339,>,VALID 80%,Yellow,7,J,J,CORRECT,1011,Draft,EPIC
ENDOATTNTASK,7 DVA,54,467,<,VALID 80%,Blue,-7,F,F,CORRECT,983,Draft,EPIC
ENDOATTNTASK,7 DVA,55,545,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,505,Draft,EPIC
ENDOATTNTASK,7 DVA,56,520,<,INVALID 20%,Blue,7,F,F,CORRECT,1080,Draft,EPIC
ENDOATTNTASK,7 DVA,57,412,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,738,Draft,EPIC
ENDOATTNTASK,7 DVA,58,324,<,VALID 80%,Red,-7,F,F,CORRECT,576,Draft,EPIC
ENDOATTNTASK,7 DVA,59,442,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,658,Draft,EPIC
ENDOATTNTASK,7 DVA,60,468,>,VALID 80%,Green,7,J,J,CORRECT,1082,Draft,EPIC
ENDOATTNTASK,7 DVA,61,338,>,VALID 80%,Green,7,J,J,CORRECT,962,Draft,EPIC
ENDOATTNTASK,7 DVA,62,348,<,VALID 80%,Green,-7,J,J,CORRECT,952,Draft,EPIC
ENDOATTNTASK,7 DVA,63,447,<,VALID 80%,Red,-7,F,F,CORRECT,953,Draft,EPIC
ENDOATTNTASK,7 DVA,64,458,<,VALID 80%,Yellow,-7,J,J,CORRECT,1142,Draft,EPIC
ENDOATTNTASK,7 DVA,65,558,+,NEUTRAL 50%,Red,7,F,F,CORRECT,542,Draft,EPIC
ENDOATTNTASK,7 DVA,66,330,<,VALID 80%,Blue,-7,F,F,CORRECT,1220,Draft,EPIC
ENDOATTNTASK,7 DVA,67,464,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1186,Draft,EPIC
ENDOATTNTASK,7 DVA,68,370,<,VALID 80%,Green,-7,J,J,CORRECT,930,Draft,EPIC
ENDOATTNTASK,7 DVA,69,516,<,INVALID 20%,Blue,7,F,F,CORRECT,1034,Draft,EPIC
ENDOATTNTASK,7 DVA,70,334,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,916,Draft,EPIC
ENDOATTNTASK,7 DVA,71,340,>,VALID 80%,Blue,7,F,F,CORRECT,760,Draft,EPIC
ENDOATTNTASK,7 DVA,72,339,>,VALID 80%,Red,7,F,F,CORRECT,711,Draft,EPIC
ENDOATTNTASK,7 DVA,73,438,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1162,Draft,EPIC
ENDOATTNTASK,7 DVA,74,546,>,INVALID 20%,Blue,-7,F,F,CORRECT,1254,Draft,EPIC
ENDOATTNTASK,7 DVA,75,442,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1208,Draft,EPIC
ENDOATTNTASK,7 DVA,76,529,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1271,Draft,EPIC
ENDOATTNTASK,7 DVA,77,413,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,687,Draft,EPIC
ENDOATTNTASK,7 DVA,78,447,>,VALID 80%,Red,7,F,F,CORRECT,703,Draft,EPIC
ENDOATTNTASK,7 DVA,79,370,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,680,Draft,EPIC
ENDOATTNTASK,7 DVA,80,356,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,744,Draft,EPIC
ENDOATTNTASK,7 DVA,81,369,<,VALID 80%,Red,-7,F,F,CORRECT,581,Draft,EPIC
ENDOATTNTASK,7 DVA,82,358,<,VALID 80%,Red,-7,F,F,CORRECT,1292,Draft,EPIC
ENDOATTNTASK,7 DVA,83,437,<,VALID 80%,Green,-7,J,J,CORRECT,763,Draft,EPIC
ENDOATTNTASK,7 DVA,84,367,<,VALID 80%,Green,-7,J,J,CORRECT,883,Draft,EPIC
ENDOATTNTASK,7 DVA,85,431,<,VALID 80%,Red,-7,F,F,CORRECT,519,Draft,EPIC
ENDOATTNTASK,7 DVA,86,350,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,550,Draft,EPIC
ENDOATTNTASK,7 DVA,87,322,<,VALID 80%,Blue,-7,F,F,CORRECT,1228,Draft,EPIC
ENDOATTNTASK,7 DVA,88,425,<,VALID 80%,Yellow,-7,J,J,CORRECT,975,Draft,EPIC
ENDOATTNTASK,7 DVA,89,434,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,716,Draft,EPIC
ENDOATTNTASK,7 DVA,90,341,<,VALID 80%,Blue,-7,F,F,CORRECT,859,Draft,EPIC
ENDOATTNTASK,7 DVA,91,460,<,VALID 80%,Green,-7,J,J,CORRECT,690,Draft,EPIC
ENDOATTNTASK,7 DVA,92,371,>,VALID 80%,Green,7,J,J,CORRECT,879,Draft,EPIC
ENDOATTNTASK,7 DVA,93,535,>,INVALID 20%,Blue,-7,F,F,CORRECT,865,Draft,EPIC
ENDOATTNTASK,7 DVA,94,326,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,624,Draft,EPIC
ENDOATTNTASK,7 DVA,95,441,>,VALID 80%,Yellow,7,J,J,CORRECT,1059,Draft,EPIC
ENDOATTNTASK,7 DVA,96,360,>,VALID 80%,Green,7,J,J,CORRECT,1190,Draft,EPIC
ENDOATTNTASK,7 DVA,97,410,<,INVALID 20%,Yellow,7,J,J,CORRECT,1190,Draft,EPIC
ENDOATTNTASK,7 DVA,98,465,>,VALID 80%,Blue,7,F,F,CORRECT,1235,Draft,EPIC
ENDOATTNTASK,7 DVA,99,545,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,555,Draft,EPIC
ENDOATTNTASK,7 DVA,100,528,>,INVALID 20%,Blue,-7,F,F,CORRECT,922,Draft,EPIC
ENDOATTNTASK,7 DVA,101,525,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1275,Draft,EPIC
ENDOATTNTASK,7 DVA,102,410,+,NEUTRAL 50%,Green,7,J,J,CORRECT,590,Draft,EPIC
