
TASKTYPE,ECCMAGNITUDE,TRIAL,RT,CUE,CUEVALIDITY,STIMCOLOR,STIMLOC,RESPONSE,CORRECTRESPONSE,ACCURACY,STIMWAITTIME,TAG,RULES
ENDOATTNTASK,7 DVA,439,388,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1012,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,440,441,>,VALID 80%,Green,7,J,J,CORRECT,1109,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,441,486,<,VALID 80%,Red,-7,F,F,CORRECT,1264,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,442,387,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1263,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,443,522,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1228,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,444,487,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,863,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,445,467,>,VALID 80%,Yellow,7,J,J,CORRECT,1133,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,446,360,>,VALID 80%,Green,7,J,J,CORRECT,940,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,447,501,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1099,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,448,341,>,VALID 80%,Red,7,F,F,CORRECT,1159,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,449,530,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1220,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,450,439,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,761,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,451,488,<,VALID 80%,Red,-7,F,F,CORRECT,612,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,452,479,>,VALID 80%,Green,7,J,J,CORRECT,721,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,453,370,<,VALID 80%,Yellow,-7,J,J,CORRECT,1130,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,454,345,>,VALID 80%,Green,7,J,J,CORRECT,955,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,455,368,>,VALID 80%,Green,7,J,J,CORRECT,1282,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,456,459,<,VALID 80%,Blue,-7,F,F,CORRECT,1191,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,457,397,<,VALID 80%,Blue,-7,F,F,CORRECT,1003,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,458,448,>,VALID 80%,Yellow,7,J,J,CORRECT,952,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,459,480,>,VALID 80%,Blue,7,F,F,CORRECT,920,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,460,500,<,VALID 80%,Green,-7,J,J,CORRECT,550,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,461,417,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,1033,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,462,443,>,VALID 80%,Blue,7,F,F,CORRECT,907,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,463,391,<,VALID 80%,Blue,-7,F,F,CORRECT,1259,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,464,362,>,VALID 80%,Red,7,F,F,CORRECT,538,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,465,493,<,VALID 80%,Green,-7,J,J,CORRECT,607,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,466,389,<,VALID 80%,Yellow,-7,J,J,CORRECT,861,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,467,385,>,VALID 80%,Yellow,7,J,J,CORRECT,865,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,468,370,<,VALID 80%,Yellow,-7,J,J,CORRECT,630,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,469,339,>,VALID 80%,Yellow,7,J,J,CORRECT,811,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,470,484,>,VALID 80%,Blue,7,F,F,CORRECT,666,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,471,352,>,VALID 80%,Red,7,F,F,CORRECT,848,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,472,360,<,VALID 80%,Blue,-7,F,F,CORRECT,790,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,473,379,>,VALID 80%,Red,7,F,F,CORRECT,771,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,474,372,<,VALID 80%,Blue,-7,F,F,CORRECT,928,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,475,434,<,INVALID 20%,Red,7,F,F,CORRECT,566,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,476,486,<,VALID 80%,Green,-7,J,J,CORRECT,714,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,477,481,>,VALID 80%,Blue,7,F,F,CORRECT,1219,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,478,509,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,691,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,479,485,<,VALID 80%,Red,-7,F,F,CORRECT,1165,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,480,458,>,VALID 80%,Green,7,J,J,CORRECT,1092,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,481,380,<,VALID 80%,Yellow,-7,J,J,CORRECT,970,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,482,355,>,VALID 80%,Yellow,7,J,J,CORRECT,1045,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,483,407,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,643,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,484,499,<,VALID 80%,Blue,-7,F,F,CORRECT,851,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,485,460,<,VALID 80%,Green,-7,J,J,CORRECT,840,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,486,418,<,INVALID 20%,Yellow,7,J,J,CORRECT,1232,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,487,484,>,VALID 80%,Blue,7,F,F,CORRECT,616,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,488,394,<,VALID 80%,Red,-7,F,F,CORRECT,806,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,489,366,>,VALID 80%,Red,7,F,F,CORRECT,1084,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,490,508,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,1192,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,491,458,<,VALID 80%,Blue,-7,F,F,CORRECT,1192,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,492,366,<,VALID 80%,Red,-7,F,F,CORRECT,1234,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,493,476,+,NEUTRAL 50%,Green,7,J,J,CORRECT,724,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,494,467,<,VALID 80%,Red,-7,F,F,CORRECT,733,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,495,555,>,INVALID 20%,Green,-7,J,J,CORRECT,1245,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,496,473,>,VALID 80%,Blue,7,F,F,CORRECT,927,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,497,380,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,870,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,498,482,<,VALID 80%,Yellow,-7,J,J,CORRECT,1118,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,499,497,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,953,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,500,453,>,VALID 80%,Green,7,J,J,CORRECT,547,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,501,380,<,VALID 80%,Green,-7,J,J,CORRECT,1170,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,502,386,+,NEUTRAL 50%,Green,7,J,J,CORRECT,714,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,503,438,>,VALID 80%,Blue,7,F,F,CORRECT,1162,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,504,494,<,VALID 80%,Green,-7,J,J,CORRECT,1206,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,505,378,<,VALID 80%,Green,-7,J,J,CORRECT,722,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,506,359,>,VALID 80%,Green,7,J,J,CORRECT,641,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,507,342,>,VALID 80%,Green,7,J,J,CORRECT,1058,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,508,419,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,981,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,509,491,<,VALID 80%,Blue,-7,F,F,CORRECT,809,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,510,509,<,INVALID 20%,Green,7,J,J,CORRECT,1291,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,511,345,>,VALID 80%,Yellow,7,J,J,CORRECT,1155,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,512,474,>,VALID 80%,Blue,7,F,F,CORRECT,1226,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,513,396,<,INVALID 20%,Red,7,F,F,CORRECT,504,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,514,470,>,VALID 80%,Green,7,J,J,CORRECT,530,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,515,442,>,VALID 80%,Red,7,F,F,CORRECT,1058,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,516,358,>,VALID 80%,Red,7,F,F,CORRECT,742,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,517,533,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,567,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,518,518,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1282,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,519,462,>,VALID 80%,Yellow,7,J,J,CORRECT,1038,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,520,445,>,INVALID 20%,Yellow,-7,J,J,CORRECT,1255,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,521,377,>,VALID 80%,Yellow,7,J,J,CORRECT,623,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,522,423,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,927,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,523,497,+,NEUTRAL 50%,Red,7,F,F,CORRECT,553,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,524,515,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,535,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,525,508,+,NEUTRAL 50%,Red,7,F,F,CORRECT,642,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,526,382,>,VALID 80%,Blue,7,F,F,CORRECT,918,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,527,420,+,NEUTRAL 50%,Red,7,F,F,CORRECT,930,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,528,494,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1206,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,529,476,+,NEUTRAL 50%,Red,7,F,F,CORRECT,774,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,530,363,>,VALID 80%,Blue,7,F,F,CORRECT,937,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,531,442,>,VALID 80%,Green,7,J,J,CORRECT,1108,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,532,469,<,VALID 80%,Red,-7,F,F,CORRECT,1181,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,533,399,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1251,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,534,376,>,VALID 80%,Blue,7,F,F,CORRECT,624,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,535,440,>,VALID 80%,Green,7,J,J,CORRECT,860,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,536,436,>,VALID 80%,Red,7,F,F,CORRECT,714,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,537,485,>,VALID 80%,Green,7,J,J,CORRECT,1165,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,538,481,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,969,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,539,465,>,VALID 80%,Yellow,7,J,J,CORRECT,585,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,540,351,<,VALID 80%,Yellow,-7,J,J,CORRECT,1099,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,541,460,<,VALID 80%,Blue,-7,F,F,CORRECT,1090,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,542,520,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,780,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,543,361,<,VALID 80%,Yellow,-7,J,J,CORRECT,889,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,544,455,<,VALID 80%,Red,-7,F,F,CORRECT,795,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,545,449,>,VALID 80%,Yellow,7,J,J,CORRECT,1151,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,546,495,<,VALID 80%,Blue,-7,F,F,CORRECT,705,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,547,495,<,VALID 80%,Green,-7,J,J,CORRECT,555,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,548,371,>,VALID 80%,Yellow,7,J,J,CORRECT,1179,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,549,374,>,VALID 80%,Green,7,J,J,CORRECT,826,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,550,502,<,INVALID 20%,Red,7,F,F,CORRECT,1198,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,551,386,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,614,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,552,358,<,VALID 80%,Blue,-7,F,F,CORRECT,642,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,553,523,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,577,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,554,388,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1212,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,555,382,<,VALID 80%,Green,-7,J,J,CORRECT,568,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,556,392,<,VALID 80%,Yellow,-7,J,J,CORRECT,1258,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,557,366,<,VALID 80%,Green,-7,J,J,CORRECT,834,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,558,513,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,537,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,559,362,>,VALID 80%,Blue,7,F,F,CORRECT,588,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,560,472,>,VALID 80%,Green,7,J,J,CORRECT,1128,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,561,487,<,VALID 80%,Red,-7,F,F,CORRECT,1013,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,562,497,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,503,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,563,373,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1227,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,564,471,>,VALID 80%,Red,7,F,F,CORRECT,879,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,565,439,<,INVALID 20%,Red,7,F,F,CORRECT,511,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,566,417,>,INVALID 20%,Blue,-7,F,F,CORRECT,683,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,567,409,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,541,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,568,464,>,VALID 80%,Yellow,7,J,J,CORRECT,786,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,569,465,>,VALID 80%,Blue,7,F,F,CORRECT,635,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,570,475,<,VALID 80%,Green,-7,J,J,CORRECT,875,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,571,344,>,VALID 80%,Green,7,J,J,CORRECT,756,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,572,338,>,VALID 80%,Yellow,7,J,J,CORRECT,1112,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,573,487,<,VALID 80%,Blue,-7,F,F,CORRECT,813,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,574,452,<,VALID 80%,Yellow,-7,J,J,CORRECT,698,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,575,447,>,VALID 80%,Blue,7,F,F,CORRECT,703,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,576,518,<,INVALID 20%,Green,7,J,J,CORRECT,882,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,577,393,<,VALID 80%,Green,-7,J,J,CORRECT,1157,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,578,536,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,964,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,579,381,+,NEUTRAL 50%,Red,7,F,F,CORRECT,819,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,580,460,>,VALID 80%,Yellow,7,J,J,CORRECT,740,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,581,404,+,NEUTRAL 50%,Green,7,J,J,CORRECT,1296,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,582,473,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1127,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,583,400,<,VALID 80%,Blue,-7,F,F,CORRECT,1100,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,584,535,>,INVALID 20%,Yellow,-7,J,J,CORRECT,1265,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,585,338,>,VALID 80%,Yellow,7,J,J,CORRECT,912,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,586,412,<,INVALID 20%,Green,7,J,J,CORRECT,988,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,587,451,>,VALID 80%,Red,7,F,F,CORRECT,1149,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,588,512,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,888,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,589,436,>,VALID 80%,Blue,7,F,F,CORRECT,714,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,590,463,>,VALID 80%,Green,7,J,J,CORRECT,637,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,591,359,<,VALID 80%,Green,-7,J,J,CORRECT,1291,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,592,457,>,VALID 80%,Red,7,F,F,CORRECT,1293,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,593,440,>,VALID 80%,Green,7,J,J,CORRECT,710,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,594,468,>,VALID 80%,Red,7,F,F,CORRECT,582,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,595,380,<,VALID 80%,Red,-7,F,F,CORRECT,1170,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,596,480,>,VALID 80%,Green,7,J,J,CORRECT,1270,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,597,465,<,VALID 80%,Red,-7,F,F,CORRECT,985,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,598,531,>,INVALID 20%,Green,-7,J,J,CORRECT,719,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,599,442,>,VALID 80%,Blue,7,F,F,CORRECT,958,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,600,399,<,VALID 80%,Red,-7,F,F,CORRECT,601,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,601,377,<,VALID 80%,Red,-7,F,F,CORRECT,623,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,602,521,>,INVALID 20%,Yellow,-7,J,J,CORRECT,729,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,603,530,<,INVALID 20%,Red,7,F,F,CORRECT,920,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,604,395,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,655,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,605,438,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1062,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,606,382,<,VALID 80%,Blue,-7,F,F,CORRECT,1118,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,607,451,>,VALID 80%,Yellow,7,J,J,CORRECT,799,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,608,518,>,INVALID 20%,Blue,-7,F,F,CORRECT,582,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,609,396,<,VALID 80%,Blue,-7,F,F,CORRECT,804,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,610,419,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,731,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,611,440,<,INVALID 20%,Red,7,F,F,CORRECT,910,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,612,363,<,VALID 80%,Blue,-7,F,F,CORRECT,937,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,613,376,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,1224,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,614,511,+,NEUTRAL 50%,Green,7,J,J,CORRECT,739,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,615,515,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,985,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,616,373,<,VALID 80%,Blue,-7,F,F,CORRECT,677,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,617,386,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1164,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,618,545,>,INVALID 20%,Yellow,-7,J,J,CORRECT,505,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,619,380,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,1220,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,620,385,<,VALID 80%,Green,-7,J,J,CORRECT,515,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,621,402,+,NEUTRAL 50%,Yellow,7,J,J,CORRECT,898,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,622,418,<,INVALID 20%,Yellow,7,J,J,CORRECT,1132,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,623,516,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,734,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,624,361,>,VALID 80%,Red,7,F,F,CORRECT,1039,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,625,511,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,939,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,626,482,<,VALID 80%,Blue,-7,F,F,CORRECT,1118,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,627,372,<,VALID 80%,Blue,-7,F,F,CORRECT,628,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,628,477,<,VALID 80%,Yellow,-7,J,J,CORRECT,723,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,629,482,>,VALID 80%,Blue,7,F,F,CORRECT,1268,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,630,498,<,VALID 80%,Yellow,-7,J,J,CORRECT,1152,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,631,419,>,INVALID 20%,Yellow,-7,J,J,CORRECT,781,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,632,492,<,VALID 80%,Blue,-7,F,F,CORRECT,858,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,633,437,+,NEUTRAL 50%,Blue,-7,F,F,CORRECT,963,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,634,534,+,NEUTRAL 50%,Yellow,-7,J,J,CORRECT,816,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,635,367,>,VALID 80%,Green,7,J,J,CORRECT,833,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,636,375,<,VALID 80%,Yellow,-7,J,J,CORRECT,1175,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,637,492,<,VALID 80%,Blue,-7,F,F,CORRECT,958,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,638,438,>,VALID 80%,Yellow,7,J,J,CORRECT,1262,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,639,366,>,VALID 80%,Green,7,J,J,CORRECT,1134,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,640,440,>,VALID 80%,Red,7,F,F,CORRECT,710,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,641,458,<,VALID 80%,Green,-7,J,J,CORRECT,1292,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,642,453,>,VALID 80%,Red,7,F,F,CORRECT,1097,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,643,455,<,VALID 80%,Green,-7,J,J,CORRECT,695,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,644,495,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,805,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,645,455,>,VALID 80%,Yellow,7,J,J,CORRECT,1245,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,646,364,>,VALID 80%,Yellow,7,J,J,CORRECT,886,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,647,527,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1023,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,648,496,<,VALID 80%,Green,-7,J,J,CORRECT,1204,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,649,480,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,920,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,650,522,+,NEUTRAL 50%,Green,-7,J,J,CORRECT,578,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,651,453,>,INVALID 20%,Green,-7,J,J,CORRECT,697,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,652,343,>,VALID 80%,Yellow,7,J,J,CORRECT,1257,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,653,439,>,INVALID 20%,Green,-7,J,J,CORRECT,1061,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,654,519,+,NEUTRAL 50%,Red,-7,F,F,CORRECT,1081,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,655,380,+,NEUTRAL 50%,Blue,7,F,F,CORRECT,570,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,656,360,<,VALID 80%,Red,-7,F,F,CORRECT,1140,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,657,397,<,VALID 80%,Blue,-7,F,F,CORRECT,803,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,658,404,+,NEUTRAL 50%,Red,7,F,F,CORRECT,1296,Draft,endo-atten.prs
ENDOATTNTASK,7 DVA,659,373,<,VALID 80%,Red,-7,F,F,CORRECT,677,Draft,endo-atten.prs
